"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
671,83.9,83.9,16.1,"Wileroltigen (BE)","A Wileroltigen, l'Iniziativa sull'alimentazione è approvata con il 83,9 per cento. Wileroltigen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Wileroltigen_COA.svg/500px-CHE_Wileroltigen_COA.svg.png"
681,55.5,55.5,44.5,"Belprahon (BE)","A Belprahon, l'Iniziativa sull'alimentazione è stata approvata con il 55,5 per cento. Belprahon dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/CHE_Belprahon_COA.svg/500px-CHE_Belprahon_COA.svg.png"
683,56,56,44,"Champoz (BE)","A Champoz l'Iniziativa sull'alimentazione è stata approvata con il 56 per cento. Champoz dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/CHE_Champoz_COA.svg/500px-CHE_Champoz_COA.svg.png"
687,39,39,61,"Corcelles (BE)","La popolazione di Corcelles BE respinge l'Iniziativa sull'alimentazione con il 61 per cento. Sia Corcelles BE che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Corcelles_COA.svg/500px-CHE_Corcelles_COA.svg.png"
690,18.4,18.4,81.6,"Court (BE)","A Court, l'Iniziativa sull'alimentazione è stata respinta con il 81,6 per cento. Sia Court che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Court_COA.svg/500px-CHE_Court_COA.svg.png"
691,11.4,11.4,88.6,"Crémines (BE)","A Crémines, l'Iniziativa sull'alimentazione è stata respinta con il 88,6 per cento. Sia Crémines che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/43/CHE_Cr%C3%A9mines_COA.svg/500px-CHE_Cr%C3%A9mines_COA.svg.png"
692,54.2,54.2,45.8,"Eschert (BE)","A Eschert, l'Iniziativa sull'alimentazione è stata approvata con il 54,2 per cento. Eschert dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/CHE_Eschert_COA.svg/500px-CHE_Eschert_COA.svg.png"
694,6.3,6.3,93.7,"Grandval (BE)","La popolazione di Grandval respinge l'Iniziativa sull'alimentazione con il 93,7 per cento. Sia Grandval che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Grandval_COA.svg/500px-CHE_Grandval_COA.svg.png"
696,22,22,78,"Loveresse (BE)","Con il 78 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Loveresse. Sia Loveresse che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/CHE_Loveresse_COA.svg/500px-CHE_Loveresse_COA.svg.png"
701,80.1,80.1,19.9,"Perrefitte (BE)","A Perrefitte, l'Iniziativa sull'alimentazione è stata approvata con il 80,1 per cento. Perrefitte dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Perrefitte_COA.svg/500px-CHE_Perrefitte_COA.svg.png"
703,86.2,86.2,13.8,"Reconvilier (BE)","Sì all'Iniziativa sull'alimentazione a Reconvilier con il 86,2 per cento. Reconvilier dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Reconvilier_COA.svg/500px-CHE_Reconvilier_COA.svg.png"
704,71,71,29,"Roches (BE)","A Roches BE, l'Iniziativa sull'alimentazione è stata approvata con il 71 per cento. Roches BE dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Roches_COA.svg/500px-CHE_Roches_COA.svg.png"
706,49.2,49.2,50.8,"Saicourt (BE)","A Saicourt l'Iniziativa sull'alimentazione non ottiene la maggioranza: 50,8 per cento di no. Sia Saicourt che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Saicourt_COA.svg/500px-CHE_Saicourt_COA.svg.png"
707,72.6,72.6,27.4,"Saules (BE)","A Saules BE l'Iniziativa sull'alimentazione è stata approvata con il 72,6 per cento. Saules BE dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_Saules_COA.svg/500px-CHE_Saules_COA.svg.png"
708,29,29,71,"La Scheulte (BE)","La popolazione di La Scheulte respinge l'Iniziativa sull'alimentazione con il 71 per cento. Sia La Scheulte che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Schelten_COA.svg/500px-CHE_Schelten_COA.svg.png"
709,63.5,63.5,36.5,"Seehof (BE)","A Seehof, l'Iniziativa sull'alimentazione è stata approvata con il 63,5 per cento. Seehof dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/CHE_Seehof_COA.svg/500px-CHE_Seehof_COA.svg.png"
711,63.4,63.4,36.6,"Sorvilier (BE)","Sì all'Iniziativa sull'alimentazione a Sorvilier: 63,4 per cento. Sorvilier dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Sorvilier_COA.svg/500px-CHE_Sorvilier_COA.svg.png"
713,71.4,71.4,28.6,"Tavannes (BE)","Sì all'Iniziativa sull'alimentazione a Tavannes: 71,4 per cento. Tavannes dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Tavannes_COA.svg/500px-CHE_Tavannes_COA.svg.png"
715,31.7,31.7,68.3,"Rebévelier (BE)","La popolazione di Rebévelier respinge l'Iniziativa sull'alimentazione con il 68,3 per cento. Sia Rebévelier che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_Reb%C3%A9velier_COA.svg/500px-CHE_Reb%C3%A9velier_COA.svg.png"
716,72.1,72.1,27.9,"Petit-Val (BE)","A Petit-Val l'Iniziativa sull'alimentazione è stata approvata con il 72,1 per cento. Petit-Val dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/CHE_Petit-Val_COA.svg/500px-CHE_Petit-Val_COA.svg.png"
717,42.2,42.2,57.8,"Valbirse (BE)","A Valbirse l'Iniziativa sull'alimentazione non ottiene la maggioranza: 57,8 per cento di no. Sia Valbirse che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Valbirse_COA.svg/960px-CHE_Valbirse_COA.svg.png"
723,31.4,31.4,68.6,"La Neuveville (BE)","Con il 68,6 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a La Neuveville. Sia La Neuveville che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_La_Neuveville_COA.svg/960px-CHE_La_Neuveville_COA.svg.png"
724,56,56,44,"Nods (BE)","La popolazione di Nods approva l'Iniziativa sull'alimentazione con il 56 per cento. Nods dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Nods_COA.svg/500px-CHE_Nods_COA.svg.png"
726,44.7,44.7,55.3,"Plateau de Diesse (BE)","Con il 55,3 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Plateau de Diesse. Sia Plateau de Diesse che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://upload.wikimedia.org/wikipedia/de/0/02/GW-BE-Plateau-de-Diesse.png"
731,74,74,26,"Aegerten (BE)","Sì all'Iniziativa sull'alimentazione a Aegerten, con il 74 per cento di voti favorevoli. Aegerten dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Aegerten_COA.svg/960px-CHE_Aegerten_COA.svg.png"
732,47.5,47.5,52.5,"Bellmund (BE)","A Bellmund, l'Iniziativa sull'alimentazione è stata respinta con il 52,5 per cento. Sia Bellmund che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/CHE_Bellmund_COA.svg/960px-CHE_Bellmund_COA.svg.png"
733,23.5,23.5,76.5,"Brügg (BE)","A Brügg l'Iniziativa sull'alimentazione non ottiene la maggioranza: 76,5 per cento di no. Sia Brügg che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Br%C3%BCgg_COA.svg/500px-CHE_Br%C3%BCgg_COA.svg.png"
734,63.5,63.5,36.5,"Bühl (BE)","Sì all'Iniziativa sull'alimentazione a Bühl: 63,5 per cento. Bühl dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/CHE_B%C3%BChl_COA.svg/500px-CHE_B%C3%BChl_COA.svg.png"
735,57.4,57.4,42.6,"Epsach (BE)","A Epsach, l'Iniziativa sull'alimentazione è approvata con il 57,4 per cento. Epsach dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Epsach_COA.svg/500px-CHE_Epsach_COA.svg.png"
736,76.6,76.6,23.4,"Hagneck (BE)","Sì all'Iniziativa sull'alimentazione a Hagneck: 76,6 per cento. Hagneck dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Hagneck_COA.svg/500px-CHE_Hagneck_COA.svg.png"
737,47,47,53,"Hermrigen (BE)","Con il 53 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Hermrigen. Sia Hermrigen che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/CHE_Hermrigen_COA.svg/500px-CHE_Hermrigen_COA.svg.png"
738,44.6,44.6,55.4,"Jens (BE)","Con il 55,4 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Jens. Sia Jens che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/CHE_Jens_COA.svg/500px-CHE_Jens_COA.svg.png"
739,9.7,9.7,90.3,"Ipsach (BE)","A Ipsach, l'Iniziativa sull'alimentazione è stata respinta con il 90,3 per cento. Sia Ipsach che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/CHE_Ipsach_COA.svg/960px-CHE_Ipsach_COA.svg.png"
740,52.1,52.1,47.9,"Gléresse (BE)","La popolazione di Gléresse approva l'Iniziativa sull'alimentazione con il 52,1 per cento. Gléresse dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Ligerz_COA.svg/500px-CHE_Ligerz_COA.svg.png"
741,49,49,51,"Merzligen (BE)","Con il 51 per cento dei voti, Merzligen ha respinto l'Iniziativa sull'alimentazione. Sia Merzligen che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Merzligen_COA.svg/500px-CHE_Merzligen_COA.svg.png"
742,23.8,23.8,76.2,"Mörigen (BE)","La popolazione di Mörigen respinge l'Iniziativa sull'alimentazione con il 76,2 per cento. Sia Mörigen che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_M%C3%B6rigen_COA.svg/500px-CHE_M%C3%B6rigen_COA.svg.png"
743,38,38,62,"Nidau (BE)","A Nidau l'Iniziativa sull'alimentazione è stata respinta con il 62 per cento. Sia Nidau che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Nidau_COA.svg/960px-CHE_Nidau_COA.svg.png"
744,35.7,35.7,64.3,"Orpund (BE)","A Orpund, l'Iniziativa sull'alimentazione è stata respinta con il 64,3 per cento. Sia Orpund che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/CHE_Orpund_COA.svg/500px-CHE_Orpund_COA.svg.png"
745,58.3,58.3,41.7,"Port (BE)","Sì all'Iniziativa sull'alimentazione a Port con il 58,3 per cento. Port dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Port_BE_COA.svg/500px-CHE_Port_BE_COA.svg.png"
746,53.6,53.6,46.4,"Safnern (BE)","A Safnern, l'Iniziativa sull'alimentazione è stata approvata con il 53,6 per cento. Safnern dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Safnern_COA.svg/500px-CHE_Safnern_COA.svg.png"
747,44.8,44.8,55.2,"Scheuren (BE)","La popolazione di Scheuren respinge l'Iniziativa sull'alimentazione con il 55,2 per cento. Sia Scheuren che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Scheuren_COA.svg/500px-CHE_Scheuren_COA.svg.png"
748,42.1,42.1,57.9,"Schwadernau (BE)","A Schwadernau, l'Iniziativa sull'alimentazione è stata respinta con il 57,9 per cento. Sia Schwadernau che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Schwadernau_COA.svg/500px-CHE_Schwadernau_COA.svg.png"
749,77,77,23,"Studen (BE)","A Studen BE l'Iniziativa sull'alimentazione è stata approvata con il 77 per cento. Studen BE dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Studen_COA.svg/500px-CHE_Studen_COA.svg.png"
750,70,70,30,"Sutz-Lattrigen (BE)","La popolazione di Sutz-Lattrigen approva l'Iniziativa sull'alimentazione con il 70 per cento. Sutz-Lattrigen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/CHE_Sutz-Lattrigen_COA.svg/500px-CHE_Sutz-Lattrigen_COA.svg.png"
751,65.7,65.7,34.3,"Täuffelen (BE)","Sì all'Iniziativa sull'alimentazione a Täuffelen: 65,7 per cento. Täuffelen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/CHE_T%C3%A4uffelen_COA.svg/500px-CHE_T%C3%A4uffelen_COA.svg.png"
754,38.5,38.5,61.5,"Walperswil (BE)","La popolazione di Walperswil respinge l'Iniziativa sull'alimentazione con il 61,5 per cento. Sia Walperswil che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/CHE_Walperswil_COA.svg/960px-CHE_Walperswil_COA.svg.png"
755,55.6,55.6,44.4,"Worben (BE)","A Worben l'Iniziativa sull'alimentazione è stata approvata con il 55,6 per cento. Worben dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Worben_COA.svg/500px-CHE_Worben_COA.svg.png"
756,88.4,88.4,11.6,"Douanne-Daucher (BE)","Sì all'Iniziativa sull'alimentazione a Douanne-Daucher, con il 88,4 per cento di voti favorevoli. Douanne-Daucher dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Twann-T%C3%BCscherz_COA.svg/500px-CHE_Twann-T%C3%BCscherz_COA.svg.png"
761,63,63,37,"Därstetten (BE)","Sì all'Iniziativa sull'alimentazione a Därstetten: 63 per cento. Därstetten dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_D%C3%A4rstetten_COA.svg/960px-CHE_D%C3%A4rstetten_COA.svg.png"
762,47.8,47.8,52.2,"Diemtigen (BE)","A Diemtigen l'Iniziativa sull'alimentazione è stata respinta con il 52,2 per cento. Sia Diemtigen che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Diemtigen_COA.svg/500px-CHE_Diemtigen_COA.svg.png"
763,32.9,32.9,67.1,"Erlenbach im Simmental (BE)","A Erlenbach im Simmental l'Iniziativa sull'alimentazione è stata respinta con il 67,1 per cento. Sia Erlenbach im Simmental che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/CHE_Erlenbach_im_Simmental_COA.svg/500px-CHE_Erlenbach_im_Simmental_COA.svg.png"
766,10.1,10.1,89.9,"Oberwil im Simmental (BE)","A Oberwil im Simmental, l'Iniziativa sull'alimentazione è stata respinta con il 89,9 per cento. Sia Oberwil im Simmental che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/CHE_Oberwil_im_Simmental_COA.svg/500px-CHE_Oberwil_im_Simmental_COA.svg.png"
767,59.3,59.3,40.7,"Reutigen (BE)","A Reutigen l'Iniziativa sull'alimentazione è stata approvata con il 59,3 per cento. Reutigen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Reutigen_COA.svg/960px-CHE_Reutigen_COA.svg.png"
768,55.9,55.9,44.1,"Spiez (BE)","A Spiez, l'Iniziativa sull'alimentazione è stata approvata con il 55,9 per cento. Spiez dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Spiez_COA.svg/500px-CHE_Spiez_COA.svg.png"
769,9,9,91,"Wimmis (BE)","A Wimmis l'Iniziativa sull'alimentazione non ottiene la maggioranza: 91 per cento di no. Sia Wimmis che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/CHE_Wimmis_COA.svg/500px-CHE_Wimmis_COA.svg.png"
770,78.5,78.5,21.5,"Stocken-Höfen (BE)","Sì all'Iniziativa sull'alimentazione a Stocken-Höfen: 78,5 per cento. Stocken-Höfen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/CHE_Stocken-H%C3%B6fen_COA.svg/960px-CHE_Stocken-H%C3%B6fen_COA.svg.png"
782,65.9,65.9,34.1,"Guttannen (BE)","A Guttannen, l'Iniziativa sull'alimentazione è approvata con il 65,9 per cento. Guttannen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Guttannen_COA.svg/500px-CHE_Guttannen_COA.svg.png"
783,61.8,61.8,38.2,"Hasliberg (BE)","A Hasliberg, l'Iniziativa sull'alimentazione è stata approvata con il 61,8 per cento. Hasliberg dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Hasliberg_COA.svg/500px-CHE_Hasliberg_COA.svg.png"
784,68.1,68.1,31.9,"Innertkirchen (BE)","Sì all'Iniziativa sull'alimentazione a Innertkirchen, con il 68,1 per cento di voti favorevoli. Innertkirchen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Innertkirchen_COA.svg/500px-CHE_Innertkirchen_COA.svg.png"
785,94,94,6,"Meiringen (BE)","Sì all'Iniziativa sull'alimentazione a Meiringen con il 94 per cento. Meiringen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Meiringen_COA.svg/500px-CHE_Meiringen_COA.svg.png"
786,68.9,68.9,31.1,"Schattenhalb (BE)","A Schattenhalb, l'Iniziativa sull'alimentazione è stata approvata con il 68,9 per cento. Schattenhalb dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Schattenhalb_COA.svg/500px-CHE_Schattenhalb_COA.svg.png"
791,58.3,58.3,41.7,"Boltigen (BE)","Sì all'Iniziativa sull'alimentazione a Boltigen, con il 58,3 per cento di voti favorevoli. Boltigen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/CHE_Boltigen_COA.svg/500px-CHE_Boltigen_COA.svg.png"
792,22.1,22.1,77.9,"Lenk (BE)","A Lenk l'Iniziativa sull'alimentazione è stata respinta con il 77,9 per cento. Sia Lenk che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Lenk_COA.svg/500px-CHE_Lenk_COA.svg.png"
793,27.7,27.7,72.3,"Saint-Etienne (BE)","La popolazione di Saint-Etienne respinge l'Iniziativa sull'alimentazione con il 72,3 per cento. Sia Saint-Etienne che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/CHE_St_Stephan_COA.svg/500px-CHE_St_Stephan_COA.svg.png"
794,72.4,72.4,27.6,"Zweisimmen (BE)","Sì all'Iniziativa sull'alimentazione a Zweisimmen con il 72,4 per cento. Zweisimmen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Zweisimmen_COA.svg/960px-CHE_Zweisimmen_COA.svg.png"
841,79.8,79.8,20.2,"Gsteig (BE)","A Gsteig l'Iniziativa sull'alimentazione è stata approvata con il 79,8 per cento. Gsteig dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Gsteig_bei_Gstaad_COA.svg/500px-CHE_Gsteig_bei_Gstaad_COA.svg.png"
842,90.2,90.2,9.8,"Lauenen (BE)","La popolazione di Lauenen approva l'Iniziativa sull'alimentazione con il 90,2 per cento. Lauenen dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Lauenen_COA.svg/500px-CHE_Lauenen_COA.svg.png"
843,11.3,11.3,88.7,"Gessenay (BE)","Con il 88,7 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Gessenay. Sia Gessenay che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Saanen_COA.svg/500px-CHE_Saanen_COA.svg.png"
852,69.2,69.2,30.8,"Guggisberg (BE)","Sì all'Iniziativa sull'alimentazione a Guggisberg, con il 69,2 per cento di voti favorevoli. Guggisberg dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Guggisberg_COA.svg/500px-CHE_Guggisberg_COA.svg.png"
853,33.8,33.8,66.2,"Rüschegg (BE)","A Rüschegg, l'Iniziativa sull'alimentazione è stata respinta con il 66,2 per cento. Sia Rüschegg che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_R%C3%BCschegg_COA.svg/500px-CHE_R%C3%BCschegg_COA.svg.png"
855,47.9,47.9,52.1,"Schwarzenburg (BE)","La popolazione di Schwarzenburg respinge l'Iniziativa sull'alimentazione con il 52,1 per cento. Sia Schwarzenburg che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Schwarzenburg_COA.svg/960px-CHE_Schwarzenburg_COA.svg.png"
861,19.6,19.6,80.4,"Belp (BE)","La popolazione di Belp respinge l'Iniziativa sull'alimentazione con il 80,4 per cento. Sia Belp che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Belp_BE_COA.svg/500px-CHE_Belp_BE_COA.svg.png"
863,23.4,23.4,76.6,"Burgistein (BE)","A Burgistein l'Iniziativa sull'alimentazione è stata respinta con il 76,6 per cento. Sia Burgistein che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Burgistein_COA.svg/500px-CHE_Burgistein_COA.svg.png"
866,2.9,2.9,97.1,"Gerzensee (BE)","A Gerzensee, l'Iniziativa sull'alimentazione è stata respinta con il 97,1 per cento. Sia Gerzensee che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Gerzensee_COA.svg/500px-CHE_Gerzensee_COA.svg.png"
867,47.4,47.4,52.6,"Gurzelen (BE)","La popolazione di Gurzelen respinge l'Iniziativa sull'alimentazione con il 52,6 per cento. Sia Gurzelen che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Gurzelen_COA.svg/960px-CHE_Gurzelen_COA.svg.png"
868,40,40,60,"Jaberg (BE)","Con il 60 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Jaberg. Sia Jaberg che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/CHE_Jaberg_COA.svg/500px-CHE_Jaberg_COA.svg.png"
869,54.6,54.6,45.4,"Kaufdorf (BE)","La popolazione di Kaufdorf approva l'Iniziativa sull'alimentazione con il 54,6 per cento. Kaufdorf dice sì all'Iniziativa sull'alimentazione, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Kaufdorf_COA.svg/500px-CHE_Kaufdorf_COA.svg.png"
870,42.4,42.4,57.6,"Kehrsatz (BE)","A Kehrsatz l'Iniziativa sull'alimentazione non ottiene la maggioranza: 57,6 per cento di no. Sia Kehrsatz che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_Kehrsatz_COA.svg/960px-CHE_Kehrsatz_COA.svg.png"
872,41.1,41.1,58.9,"Kirchdorf (BE)","Con il 58,9 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Kirchdorf BE. Sia Kirchdorf BE che il cantone Berna hanno bocciato l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/CHE_Kirchdorf_COA.svg/500px-CHE_Kirchdorf_COA.svg.png"
