"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
716,19.7,19.7,80.3,"Petit-Val (BE)","Con il 80,3 per cento dei voti, Petit-Val ha respinto l'Iniziativa sulla neutralità. Sia Petit-Val che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/CHE_Petit-Val_COA.svg/500px-CHE_Petit-Val_COA.svg.png"
717,60.1,60.1,39.9,"Valbirse (BE)","Sì all'Iniziativa sulla neutralità a Valbirse con il 60,1 per cento. Valbirse dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Valbirse_COA.svg/960px-CHE_Valbirse_COA.svg.png"
723,35.9,35.9,64.1,"La Neuveville (BE)","Con il 64,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a La Neuveville. Sia La Neuveville che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_La_Neuveville_COA.svg/960px-CHE_La_Neuveville_COA.svg.png"
724,5.3,5.3,94.7,"Nods (BE)","A Nods l'Iniziativa sulla neutralità è stata respinta con il 94,7 per cento. Sia Nods che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Nods_COA.svg/500px-CHE_Nods_COA.svg.png"
726,32.9,32.9,67.1,"Plateau de Diesse (BE)","Con il 67,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Plateau de Diesse. Sia Plateau de Diesse che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://upload.wikimedia.org/wikipedia/de/0/02/GW-BE-Plateau-de-Diesse.png"
731,77.9,77.9,22.1,"Aegerten (BE)","Sì all'Iniziativa sulla neutralità a Aegerten, con il 77,9 per cento di voti favorevoli. Aegerten dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Aegerten_COA.svg/960px-CHE_Aegerten_COA.svg.png"
732,69.3,69.3,30.7,"Bellmund (BE)","A Bellmund, l'Iniziativa sulla neutralità è approvata con il 69,3 per cento. Bellmund dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/CHE_Bellmund_COA.svg/960px-CHE_Bellmund_COA.svg.png"
733,37.5,37.5,62.5,"Brügg (BE)","A Brügg l'Iniziativa sulla neutralità non ottiene la maggioranza: 62,5 per cento di no. Sia Brügg che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Br%C3%BCgg_COA.svg/500px-CHE_Br%C3%BCgg_COA.svg.png"
734,65.2,65.2,34.8,"Bühl (BE)","Sì all'Iniziativa sulla neutralità a Bühl: 65,2 per cento. Bühl dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/CHE_B%C3%BChl_COA.svg/500px-CHE_B%C3%BChl_COA.svg.png"
735,62.8,62.8,37.2,"Epsach (BE)","A Epsach, l'Iniziativa sulla neutralità è approvata con il 62,8 per cento. Epsach dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Epsach_COA.svg/500px-CHE_Epsach_COA.svg.png"
736,77.7,77.7,22.3,"Hagneck (BE)","Sì all'Iniziativa sulla neutralità a Hagneck: 77,7 per cento. Hagneck dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Hagneck_COA.svg/500px-CHE_Hagneck_COA.svg.png"
737,33.7,33.7,66.3,"Hermrigen (BE)","Con il 66,3 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Hermrigen. Sia Hermrigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/CHE_Hermrigen_COA.svg/500px-CHE_Hermrigen_COA.svg.png"
738,5.7,5.7,94.3,"Jens (BE)","Con il 94,3 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Jens. Sia Jens che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/CHE_Jens_COA.svg/500px-CHE_Jens_COA.svg.png"
739,60.9,60.9,39.1,"Ipsach (BE)","A Ipsach, l'Iniziativa sulla neutralità è approvata con il 60,9 per cento. Ipsach dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/CHE_Ipsach_COA.svg/960px-CHE_Ipsach_COA.svg.png"
740,41.8,41.8,58.2,"Gléresse (BE)","A Gléresse l'Iniziativa sulla neutralità è stata respinta con il 58,2 per cento. Sia Gléresse che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Ligerz_COA.svg/500px-CHE_Ligerz_COA.svg.png"
741,51.4,51.4,48.6,"Merzligen (BE)","A Merzligen l'Iniziativa sulla neutralità è stata approvata con il 51,4 per cento. Merzligen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Merzligen_COA.svg/500px-CHE_Merzligen_COA.svg.png"
742,49.6,49.6,50.4,"Mörigen (BE)","La popolazione di Mörigen respinge l'Iniziativa sulla neutralità con il 50,4 per cento. Sia Mörigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_M%C3%B6rigen_COA.svg/500px-CHE_M%C3%B6rigen_COA.svg.png"
743,62.6,62.6,37.4,"Nidau (BE)","La popolazione di Nidau approva l'Iniziativa sulla neutralità con il 62,6 per cento. Nidau dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Nidau_COA.svg/960px-CHE_Nidau_COA.svg.png"
744,59.6,59.6,40.4,"Orpund (BE)","A Orpund, l'Iniziativa sulla neutralità è approvata con il 59,6 per cento. Orpund dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/CHE_Orpund_COA.svg/500px-CHE_Orpund_COA.svg.png"
745,2.3,2.3,97.7,"Port (BE)","A Port l'Iniziativa sulla neutralità non ottiene la maggioranza: 97,7 per cento di no. Sia Port che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Port_BE_COA.svg/500px-CHE_Port_BE_COA.svg.png"
746,48.8,48.8,51.2,"Safnern (BE)","La popolazione di Safnern respinge l'Iniziativa sulla neutralità con il 51,2 per cento. Sia Safnern che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Safnern_COA.svg/500px-CHE_Safnern_COA.svg.png"
747,64.6,64.6,35.4,"Scheuren (BE)","Sì all'Iniziativa sulla neutralità a Scheuren, con il 64,6 per cento di voti favorevoli. Scheuren dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Scheuren_COA.svg/500px-CHE_Scheuren_COA.svg.png"
748,47.6,47.6,52.4,"Schwadernau (BE)","A Schwadernau, l'Iniziativa sulla neutralità è stata respinta con il 52,4 per cento. Sia Schwadernau che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Schwadernau_COA.svg/500px-CHE_Schwadernau_COA.svg.png"
749,32,32,68,"Studen (BE)","Con il 68 per cento dei voti, Studen BE ha respinto l'Iniziativa sulla neutralità. Sia Studen BE che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Studen_COA.svg/500px-CHE_Studen_COA.svg.png"
750,42.3,42.3,57.7,"Sutz-Lattrigen (BE)","A Sutz-Lattrigen l'Iniziativa sulla neutralità è stata respinta con il 57,7 per cento. Sia Sutz-Lattrigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/CHE_Sutz-Lattrigen_COA.svg/500px-CHE_Sutz-Lattrigen_COA.svg.png"
751,11.8,11.8,88.2,"Täuffelen (BE)","Con il 88,2 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Täuffelen. Sia Täuffelen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/CHE_T%C3%A4uffelen_COA.svg/500px-CHE_T%C3%A4uffelen_COA.svg.png"
754,59.5,59.5,40.5,"Walperswil (BE)","A Walperswil, l'Iniziativa sulla neutralità è stata approvata con il 59,5 per cento. Walperswil dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/CHE_Walperswil_COA.svg/960px-CHE_Walperswil_COA.svg.png"
755,30.3,30.3,69.7,"Worben (BE)","Con il 69,7 per cento dei voti, Worben ha respinto l'Iniziativa sulla neutralità. Sia Worben che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Worben_COA.svg/500px-CHE_Worben_COA.svg.png"
756,52.9,52.9,47.1,"Douanne-Daucher (BE)","Sì all'Iniziativa sulla neutralità a Douanne-Daucher, con il 52,9 per cento di voti favorevoli. Douanne-Daucher dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Twann-T%C3%BCscherz_COA.svg/500px-CHE_Twann-T%C3%BCscherz_COA.svg.png"
761,40.9,40.9,59.1,"Därstetten (BE)","Con il 59,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Därstetten. Sia Därstetten che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_D%C3%A4rstetten_COA.svg/960px-CHE_D%C3%A4rstetten_COA.svg.png"
762,29.2,29.2,70.8,"Diemtigen (BE)","A Diemtigen l'Iniziativa sulla neutralità è stata respinta con il 70,8 per cento. Sia Diemtigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Diemtigen_COA.svg/500px-CHE_Diemtigen_COA.svg.png"
763,30.4,30.4,69.6,"Erlenbach im Simmental (BE)","A Erlenbach im Simmental l'Iniziativa sulla neutralità è stata respinta con il 69,6 per cento. Sia Erlenbach im Simmental che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/CHE_Erlenbach_im_Simmental_COA.svg/500px-CHE_Erlenbach_im_Simmental_COA.svg.png"
766,17.9,17.9,82.1,"Oberwil im Simmental (BE)","A Oberwil im Simmental, l'Iniziativa sulla neutralità è stata respinta con il 82,1 per cento. Sia Oberwil im Simmental che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/CHE_Oberwil_im_Simmental_COA.svg/500px-CHE_Oberwil_im_Simmental_COA.svg.png"
767,4,4,96,"Reutigen (BE)","Con il 96 per cento dei voti, Reutigen ha respinto l'Iniziativa sulla neutralità. Sia Reutigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Reutigen_COA.svg/960px-CHE_Reutigen_COA.svg.png"
768,55.8,55.8,44.2,"Spiez (BE)","A Spiez, l'Iniziativa sulla neutralità è stata approvata con il 55,8 per cento. Spiez dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Spiez_COA.svg/500px-CHE_Spiez_COA.svg.png"
769,56.5,56.5,43.5,"Wimmis (BE)","Sì all'Iniziativa sulla neutralità a Wimmis con il 56,5 per cento. Wimmis dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/CHE_Wimmis_COA.svg/500px-CHE_Wimmis_COA.svg.png"
770,34.5,34.5,65.5,"Stocken-Höfen (BE)","Con il 65,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Stocken-Höfen. Sia Stocken-Höfen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/CHE_Stocken-H%C3%B6fen_COA.svg/960px-CHE_Stocken-H%C3%B6fen_COA.svg.png"
782,75.5,75.5,24.5,"Guttannen (BE)","A Guttannen, l'Iniziativa sulla neutralità è approvata con il 75,5 per cento. Guttannen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Guttannen_COA.svg/500px-CHE_Guttannen_COA.svg.png"
783,55.2,55.2,44.8,"Hasliberg (BE)","A Hasliberg, l'Iniziativa sulla neutralità è stata approvata con il 55,2 per cento. Hasliberg dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Hasliberg_COA.svg/500px-CHE_Hasliberg_COA.svg.png"
784,74.6,74.6,25.4,"Innertkirchen (BE)","Sì all'Iniziativa sulla neutralità a Innertkirchen, con il 74,6 per cento di voti favorevoli. Innertkirchen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Innertkirchen_COA.svg/500px-CHE_Innertkirchen_COA.svg.png"
785,66.5,66.5,33.5,"Meiringen (BE)","Sì all'Iniziativa sulla neutralità a Meiringen con il 66,5 per cento. Meiringen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Meiringen_COA.svg/500px-CHE_Meiringen_COA.svg.png"
786,57.7,57.7,42.3,"Schattenhalb (BE)","A Schattenhalb, l'Iniziativa sulla neutralità è stata approvata con il 57,7 per cento. Schattenhalb dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Schattenhalb_COA.svg/500px-CHE_Schattenhalb_COA.svg.png"
791,56.8,56.8,43.2,"Boltigen (BE)","Sì all'Iniziativa sulla neutralità a Boltigen, con il 56,8 per cento di voti favorevoli. Boltigen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/CHE_Boltigen_COA.svg/500px-CHE_Boltigen_COA.svg.png"
792,59.9,59.9,40.1,"Lenk (BE)","La popolazione di Lenk approva l'Iniziativa sulla neutralità con il 59,9 per cento. Lenk dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Lenk_COA.svg/500px-CHE_Lenk_COA.svg.png"
793,27.7,27.7,72.3,"Saint-Etienne (BE)","La popolazione di Saint-Etienne respinge l'Iniziativa sulla neutralità con il 72,3 per cento. Sia Saint-Etienne che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/CHE_St_Stephan_COA.svg/500px-CHE_St_Stephan_COA.svg.png"
794,55.9,55.9,44.1,"Zweisimmen (BE)","Sì all'Iniziativa sulla neutralità a Zweisimmen con il 55,9 per cento. Zweisimmen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Zweisimmen_COA.svg/960px-CHE_Zweisimmen_COA.svg.png"
841,69.4,69.4,30.6,"Gsteig (BE)","A Gsteig l'Iniziativa sulla neutralità è stata approvata con il 69,4 per cento. Gsteig dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Gsteig_bei_Gstaad_COA.svg/500px-CHE_Gsteig_bei_Gstaad_COA.svg.png"
842,31.7,31.7,68.3,"Lauenen (BE)","A Lauenen l'Iniziativa sulla neutralità è stata respinta con il 68,3 per cento. Sia Lauenen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Lauenen_COA.svg/500px-CHE_Lauenen_COA.svg.png"
843,97.4,97.4,2.6,"Gessenay (BE)","Sì all'Iniziativa sulla neutralità a Gessenay: 97,4 per cento. Gessenay dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Saanen_COA.svg/500px-CHE_Saanen_COA.svg.png"
852,16.9,16.9,83.1,"Guggisberg (BE)","La popolazione di Guggisberg respinge l'Iniziativa sulla neutralità con il 83,1 per cento. Sia Guggisberg che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Guggisberg_COA.svg/500px-CHE_Guggisberg_COA.svg.png"
853,73.7,73.7,26.3,"Rüschegg (BE)","A Rüschegg, l'Iniziativa sulla neutralità è approvata con il 73,7 per cento. Rüschegg dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_R%C3%BCschegg_COA.svg/500px-CHE_R%C3%BCschegg_COA.svg.png"
855,3.4,3.4,96.6,"Schwarzenburg (BE)","La popolazione di Schwarzenburg respinge l'Iniziativa sulla neutralità con il 96,6 per cento. Sia Schwarzenburg che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Schwarzenburg_COA.svg/960px-CHE_Schwarzenburg_COA.svg.png"
861,21.9,21.9,78.1,"Belp (BE)","La popolazione di Belp respinge l'Iniziativa sulla neutralità con il 78,1 per cento. Sia Belp che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Belp_BE_COA.svg/500px-CHE_Belp_BE_COA.svg.png"
863,71.8,71.8,28.2,"Burgistein (BE)","La popolazione di Burgistein approva l'Iniziativa sulla neutralità con il 71,8 per cento. Burgistein dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Burgistein_COA.svg/500px-CHE_Burgistein_COA.svg.png"
866,78.2,78.2,21.8,"Gerzensee (BE)","A Gerzensee, l'Iniziativa sulla neutralità è approvata con il 78,2 per cento. Gerzensee dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Gerzensee_COA.svg/500px-CHE_Gerzensee_COA.svg.png"
867,68.6,68.6,31.4,"Gurzelen (BE)","A Gurzelen, l'Iniziativa sulla neutralità è stata approvata con il 68,6 per cento. Gurzelen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Gurzelen_COA.svg/960px-CHE_Gurzelen_COA.svg.png"
868,75.6,75.6,24.4,"Jaberg (BE)","Sì all'Iniziativa sulla neutralità a Jaberg: 75,6 per cento. Jaberg dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/CHE_Jaberg_COA.svg/500px-CHE_Jaberg_COA.svg.png"
869,57.1,57.1,42.9,"Kaufdorf (BE)","La popolazione di Kaufdorf approva l'Iniziativa sulla neutralità con il 57,1 per cento. Kaufdorf dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Kaufdorf_COA.svg/500px-CHE_Kaufdorf_COA.svg.png"
870,24,24,76,"Kehrsatz (BE)","A Kehrsatz l'Iniziativa sulla neutralità non ottiene la maggioranza: 76 per cento di no. Sia Kehrsatz che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_Kehrsatz_COA.svg/960px-CHE_Kehrsatz_COA.svg.png"
872,79.5,79.5,20.5,"Kirchdorf (BE)","Sì all'Iniziativa sulla neutralità a Kirchdorf BE: 79,5 per cento. Kirchdorf BE dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/CHE_Kirchdorf_COA.svg/500px-CHE_Kirchdorf_COA.svg.png"
879,51.7,51.7,48.3,"Riggisberg (BE)","Sì all'Iniziativa sulla neutralità a Riggisberg, con il 51,7 per cento di voti favorevoli. Riggisberg dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Riggisberg_COA.svg/960px-CHE_Riggisberg_COA.svg.png"
880,42.1,42.1,57.9,"Rüeggisberg (BE)","A Rüeggisberg l'Iniziativa sulla neutralità è stata respinta con il 57,9 per cento. Sia Rüeggisberg che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_R%C3%BCeggisberg_COA.svg/500px-CHE_R%C3%BCeggisberg_COA.svg.png"
883,13.6,13.6,86.4,"Seftigen (BE)","Con il 86,4 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Seftigen. Sia Seftigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Seftigen_COA.svg/500px-CHE_Seftigen_COA.svg.png"
884,45.9,45.9,54.1,"Toffen (BE)","A Toffen l'Iniziativa sulla neutralità è stata respinta con il 54,1 per cento. Sia Toffen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/CHE_Toffen_COA.svg/500px-CHE_Toffen_COA.svg.png"
885,27.5,27.5,72.5,"Uttigen (BE)","A Uttigen, l'Iniziativa sulla neutralità è stata respinta con il 72,5 per cento. Sia Uttigen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/CHE_Uttigen_COA.svg/500px-CHE_Uttigen_COA.svg.png"
886,71.8,71.8,28.2,"Wattenwil (BE)","La popolazione di Wattenwil approva l'Iniziativa sulla neutralità con il 71,8 per cento. Wattenwil dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/CHE_Wattenwil_COA.svg/500px-CHE_Wattenwil_COA.svg.png"
888,96.6,96.6,3.4,"Wald (BE)","A Wald BE, l'Iniziativa sulla neutralità è approvata con il 96,6 per cento. Wald BE dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/CHE_Wald_BE_COA.svg/960px-CHE_Wald_BE_COA.svg.png"
889,49.1,49.1,50.9,"Thurnen (BE)","A Thurnen l'Iniziativa sulla neutralità è stata respinta con il 50,9 per cento. Sia Thurnen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/CHE_Thurnen_COA.svg/500px-CHE_Thurnen_COA.svg.png"
901,49.2,49.2,50.8,"Eggiwil (BE)","La popolazione di Eggiwil respinge l'Iniziativa sulla neutralità con il 50,8 per cento. Sia Eggiwil che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Eggiwil_COA.svg/500px-CHE_Eggiwil_COA.svg.png"
902,15.2,15.2,84.8,"Langnau im Emmental (BE)","Con il 84,8 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Langnau im Emmental. Sia Langnau im Emmental che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/CHE_Langnau_im_Emmental_COA.svg/500px-CHE_Langnau_im_Emmental_COA.svg.png"
903,18.1,18.1,81.9,"Lauperswil (BE)","A Lauperswil l'Iniziativa sulla neutralità è stata respinta con il 81,9 per cento. Sia Lauperswil che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Lauperswil_COA.svg/500px-CHE_Lauperswil_COA.svg.png"
904,86,86,14,"Röthenbach im Emmental (BE)","A Röthenbach im Emmental, l'Iniziativa sulla neutralità è approvata con il 86 per cento. Röthenbach im Emmental dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_R%C3%B6thenbach_im_Emmental_COA.svg/500px-CHE_R%C3%B6thenbach_im_Emmental_COA.svg.png"
905,98.6,98.6,1.4,"Rüderswil (BE)","Sì all'Iniziativa sulla neutralità a Rüderswil: 98,6 per cento. Rüderswil dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/CHE_R%C3%BCderswil_COA.svg/500px-CHE_R%C3%BCderswil_COA.svg.png"
906,63.2,63.2,36.8,"Schangnau (BE)","Sì all'Iniziativa sulla neutralità a Schangnau con il 63,2 per cento. Schangnau dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/CHE_Schangnau_COA.svg/960px-CHE_Schangnau_COA.svg.png"
907,53.6,53.6,46.4,"Signau (BE)","A Signau, l'Iniziativa sulla neutralità è stata approvata con il 53,6 per cento. Signau dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Signau_COA.svg/960px-CHE_Signau_COA.svg.png"
908,85.8,85.8,14.2,"Trub (BE)","Sì all'Iniziativa sulla neutralità a Trub, con il 85,8 per cento di voti favorevoli. Trub dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Trub_COA.svg/500px-CHE_Trub_COA.svg.png"
909,3,3,97,"Trubschachen (BE)","Con il 97 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Trubschachen. Sia Trubschachen che il cantone Berna hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/CHE_Trubschachen_COA.svg/500px-CHE_Trubschachen_COA.svg.png"
921,85.2,85.2,14.8,"Amsoldingen (BE)","A Amsoldingen, l'Iniziativa sulla neutralità è stata approvata con il 85,2 per cento. Amsoldingen dice sì all'Iniziativa sulla neutralità, il cantone Berna dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/CHE_Amsoldingen_COA.svg/960px-CHE_Amsoldingen_COA.svg.png"
