"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
3882,73.1,73.1,26.9,"Küblis (GR)","Sì all'Iniziativa sulla neutralità a Küblis con il 73,1 per cento. Küblis dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_K%C3%BCblis_COA.svg/250px-CHE_K%C3%BCblis_COA.svg.png"
3891,5.8,5.8,94.2,"Luzein (GR)","La popolazione di Luzein respinge l'Iniziativa sulla neutralità con il 94,2 per cento. Sia Luzein che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/CHE_Luzein_COA.svg/250px-CHE_Luzein_COA.svg.png"
3901,81.8,81.8,18.2,"Coira (GR)","A Coira, l'Iniziativa sulla neutralità è stata approvata con il 81,8 per cento. Coira dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/CHE_Chur_COA.svg/250px-CHE_Chur_COA.svg.png"
3911,76.6,76.6,23.4,"Churwalden (GR)","A Churwalden, l'Iniziativa sulla neutralità è stata approvata con il 76,6 per cento. Churwalden dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/CHE_Churwalden_COA.svg/960px-CHE_Churwalden_COA.svg.png"
3921,70.1,70.1,29.9,"Arosa (GR)","Sì all'Iniziativa sulla neutralità a Arosa: 70,1 per cento. Arosa dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/CHE_Arosa_COA.svg/250px-CHE_Arosa_COA.svg.png"
3945,55.2,55.2,44.8,"Trimmis (GR)","Sì all'Iniziativa sulla neutralità a Trimmis: 55,2 per cento. Trimmis dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/CHE_Trimmis_COA.svg/250px-CHE_Trimmis_COA.svg.png"
3946,41,41,59,"Untervaz (GR)","A Untervaz l'Iniziativa sulla neutralità non ottiene la maggioranza: 59 per cento di no. Sia Untervaz che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Untervaz_COA.svg/250px-CHE_Untervaz_COA.svg.png"
3947,87.1,87.1,12.9,"Zizers (GR)","A Zizers l'Iniziativa sulla neutralità è stata approvata con il 87,1 per cento. Zizers dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Zizers_COA.svg/250px-CHE_Zizers_COA.svg.png"
3951,35.7,35.7,64.3,"Fläsch (GR)","A Fläsch l'Iniziativa sulla neutralità è stata respinta con il 64,3 per cento. Sia Fläsch che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Fl%C3%A4sch_COA.svg/250px-CHE_Fl%C3%A4sch_COA.svg.png"
3952,91.3,91.3,8.7,"Jenins (GR)","Sì all'Iniziativa sulla neutralità a Jenins con il 91,3 per cento. Jenins dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Jenins_COA.svg/250px-CHE_Jenins_COA.svg.png"
3953,28.1,28.1,71.9,"Maienfeld (GR)","A Maienfeld, l'Iniziativa sulla neutralità è stata respinta con il 71,9 per cento. Sia Maienfeld che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Maienfeld_COA.svg/250px-CHE_Maienfeld_COA.svg.png"
3954,55.6,55.6,44.4,"Malans (GR)","La popolazione di Malans approva l'Iniziativa sulla neutralità con il 55,6 per cento. Malans dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/CHE_Malans_COA.svg/250px-CHE_Malans_COA.svg.png"
3955,45.3,45.3,54.7,"Landquart (GR)","La popolazione di Landquart respinge l'Iniziativa sulla neutralità con il 54,7 per cento. Sia Landquart che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Landquart_COA.svg/250px-CHE_Landquart_COA.svg.png"
3961,44.3,44.3,55.7,"Grüsch (GR)","A Grüsch, l'Iniziativa sulla neutralità è stata respinta con il 55,7 per cento. Sia Grüsch che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/CHE_Gr%C3%BCsch_COA.svg/250px-CHE_Gr%C3%BCsch_COA.svg.png"
3962,45.6,45.6,54.4,"Schiers (GR)","A Schiers l'Iniziativa sulla neutralità non ottiene la maggioranza: 54,4 per cento di no. Sia Schiers che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Schiers_COA.svg/250px-CHE_Schiers_COA.svg.png"
3972,44.4,44.4,55.6,"Seewis im Prättigau (GR)","A Seewis im Prättigau l'Iniziativa sulla neutralità è stata respinta con il 55,6 per cento. Sia Seewis im Prättigau che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/CHE_Seewis_im_Pr%C3%A4ttigau_COA.svg/250px-CHE_Seewis_im_Pr%C3%A4ttigau_COA.svg.png"
3981,94.9,94.9,5.1,"Breil/Brigels (GR)","A Breil/Brigels l'Iniziativa sulla neutralità è stata approvata con il 94,9 per cento. Breil/Brigels dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_Breil_Brigels_COA.svg/250px-CHE_Breil_Brigels_COA.svg.png"
3982,5.4,5.4,94.6,"Disentis/Mustér (GR)","Con il 94,6 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Disentis/Mustér. Sia Disentis/Mustér che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Disentis_Muster_COA.svg/250px-CHE_Disentis_Muster_COA.svg.png"
3983,13.8,13.8,86.2,"Medel (Lucmagn) (GR)","A Medel (Lucmagn), l'Iniziativa sulla neutralità è stata respinta con il 86,2 per cento. Sia Medel (Lucmagn) che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/CHE_Medel_%28Lucmagn%29_COA.svg/250px-CHE_Medel_%28Lucmagn%29_COA.svg.png"
3985,39.5,39.5,60.5,"Sumvitg (GR)","Con il 60,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Sumvitg. Sia Sumvitg che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/CHE_Sumvitg_COA.svg/250px-CHE_Sumvitg_COA.svg.png"
3986,91.3,91.3,8.7,"Tujetsch (GR)","A Tujetsch, l'Iniziativa sulla neutralità è stata approvata con il 91,3 per cento. Tujetsch dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Tujetsch_COA.svg/250px-CHE_Tujetsch_COA.svg.png"
3987,75,75,25,"Trun (GR)","Sì all'Iniziativa sulla neutralità a Trun, con il 75 per cento di voti favorevoli. Trun dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Trun_COA.svg/250px-CHE_Trun_COA.svg.png"
3988,34.8,34.8,65.2,"Obersaxen Mundaun (GR)","A Obersaxen Mundaun, l'Iniziativa sulla neutralità è stata respinta con il 65,2 per cento. Sia Obersaxen Mundaun che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Obersaxen_Mundaun_COA.svg/250px-CHE_Obersaxen_Mundaun_COA.svg.png"
